try 380, z = 1.501075638577499
try 508, z = -0.12731367729825416
try 156, z = 0.35719372615863776
try 252, z = -0.9687289149026451
try 124, z = -1.4249867798226452
try 268, z = 0.8318948417149534
try 140, z = -1.2027817604425475
try 348, z = -1.1759434976733556
try 444, z = -0.9158065014131134
try 28, z = -0.9605246124908867
try 460, z = -1.4615232837339729
try 284, z = -0.2789520180314652
try 172, z = -0.7786202532930029
try 45, z = -0.7939368904828774
try 93, z = -0.22191088771588538
try 413, z = 0.5962755926488283
try 109, z = -0.9628894639275672
try 301, z = 0.654080901115499
try 333, z = -0.41268670824051473
try 205, z = -0.10910766050262669
try 477, z = -1.0366805778280201
try 429, z = -0.4759420896516681
try 221, z = 1.1220783315483944
try 397, z = 0.1223740637514907
try 493, z = -0.7924861908093245
try 13, z = -0.551392884451527
try 237, z = -0.8950975089442571
try 317, z = -2.094314711382437
try 61, z = -0.3048098078573202
try 189, z = 0.7652982685986406
try 77, z = -0.5452750675690381
try 509, z = -1.5313335622144766
try 365, z = 0.38432033993751974
try 445, z = 0.08340011168984732
try 269, z = -0.8412585267076164
try 381, z = -0.460032595544014
try 157, z = -2.1869602171061002
try 253, z = -0.6004828050393368
try 349, z = -1.0431274593924358
try 141, z = -1.2732172979595964
try 461, z = -1.359265923250043
try 125, z = -1.0250265615925267
try 29, z = -2.3804721523341574
try 285, z = -0.7479719475260822
try 173, z = 1.2141395611833399
try 46, z = -0.613274011964543
try 414, z = -0.3621876506856237
try 302, z = -0.7682200179941667
try 110, z = -0.8475146177412219
try 94, z = -0.8518375225648736
try 206, z = 0.8952483094424853
try 430, z = -1.420605115310418
try 334, z = -0.19147874557859076
try 478, z = 0.42217970240129815
try 494, z = -0.1341780336275514
try 14, z = -0.04215364207262705
try 398, z = 0.7126635995611862
try 318, z = -1.581658295065849
try 190, z = -1.0365107764822568
try 62, z = -0.07868203073218914
try 238, z = 0.878078819098205
try 222, z = -0.27900225345657687
try 78, z = -0.6583284084450944
try 446, z = -0.02746594298009702
try 366, z = -0.5468114208777889
try 254, z = 0.6510249385263213
try 158, z = 0.785968843538927
try 270, z = 2.337491307256149
try 382, z = -0.27584368286896865
try 142, z = 0.5269042394333737
try 510, z = 0.6012945180178813
try 350, z = -0.3856468508889033
try 126, z = -0.1551071456235101
try 462, z = 3.9246946609430693
try 30, z = 0.010651046524295901
try 286, z = 0.344029296194042
try 174, z = -1.2128280966211948
try 47, z = -0.5475270332924331
try 95, z = 0.6608706840815574
try 415, z = 1.0293743008100025
try 111, z = -0.24693479474795968
try 207, z = -0.3278558444442639
try 303, z = -0.7640809164116398
try 431, z = -0.19496232651067527
try 335, z = 0.18619529417414382
try 399, z = 0.19411624236591732
try 479, z = -0.1722141419687474
try 495, z = -1.820467938997793
try 319, z = -2.6720401964365794
try 15, z = -0.7561839715035772
try 223, z = 0.2209172870827415
try 191, z = -2.7567968785775165
try 63, z = -3.716603813635692
try 239, z = -2.6698900794368554
try 447, z = 0.3053385735136569
try 255, z = 0.012249654010076027
try 383, z = -0.30476467881109426
try 79, z = -0.5007969868484929
try 159, z = -1.4004819571758096
try 143, z = -0.43198610943939014
try 511, z = 0.7597776056571449
try 367, z = -1.6255282006167384
try 271, z = -0.19078065713268494
try 127, z = -1.0965519291501837
try 351, z = -0.3704312386387942
try 463, z = -0.21351376482639495
try 31, z = -3.3145402255669314
try 287, z = 0.7200061094497239
try 175, z = -2.6334358160216804
try 598, z = 0.48567241919713366
try 69, z = -1.2037974957381101
try 207, z = 1.2131065947841733
try 253, z = -0.03312966820713997
try 46, z = -0.9681232359047854
try 667, z = 0.5708909493804414
try 322, z = -1.3022390748653745
try 391, z = -0.29380675160071346
try 138, z = 0.5830610324874236
try 460, z = 0.2178640158765664
try 276, z = -0.4429094388092361
try 92, z = -3.3085994849952716
try 552, z = 0.0540181274439518
try 483, z = 2.736637659443393
try 23, z = -0.9775367163901035
try 529, z = -0.07973243238365539
try 184, z = -0.3123679185350336
try 161, z = 0.8763991538768032
try 0, z = -0.05395578681123182
try 506, z = 0.09663407297863259
try 345, z = 0.22349449748122008
try 644, z = 5.632452471120448
try 115, z = 0.779780931489522
try 368, z = -1.1614293462966856
try 621, z = 0.43489211546130857
try 230, z = 4.5178460694353895
try 414, z = 0.7368847257461953
try 713, z = -1.7355221182942633
try 437, z = -2.432688356883656
try 575, z = -0.2014720260585765
try 690, z = -0.3953608370876094
try 299, z = -1.72963426799208
try 70, z = 1.1737290693411377
try 599, z = -0.29551327844824116
try 208, z = 0.2755990725715121
try 254, z = 0.07867714411249814
try 668, z = 0.20615663200130752
try 392, z = -0.012972132455796112
try 139, z = 1.0416465282976042
try 47, z = -0.4847355922139022
try 484, z = -0.13967934777363744
try 93, z = 1.097293527314735
try 461, z = -0.9156362926986238
try 323, z = -0.20298081456846245
try 645, z = -0.6354932253106311
try 346, z = -1.0055034215599479
try 277, z = 1.6081328129330048
try 24, z = -0.5291771438377011
try 185, z = -0.8271428126952713
try 714, z = 0.6177775486151021
try 553, z = 0.6027720317765037
try 162, z = 0.9047818134182045
try 116, z = 2.847793039770509
try 530, z = -0.021428593514423225
try 369, z = -0.5862616338570633
try 691, z = 1.414411908951385
try 507, z = 1.0800577063486285
try 300, z = -0.4514767721462142
try 1, z = -1.1290633795040161
try 438, z = -1.1384265013075499
try 415, z = 0.6286897041774233
try 231, z = 0.08714637058048154
try 622, z = 1.3489929024952374
try 576, z = 2.860518590251738
try 71, z = -0.6692077217979661
try 600, z = -0.2313499711593356
try 669, z = 1.3701162281685184
try 255, z = -0.9999670588658898
try 209, z = -0.36200937074748607
try 140, z = -1.254583382837347
try 48, z = 2.347418072224453
try 485, z = -1.6252861777287688
try 646, z = -0.9327451857851576
try 393, z = -0.8580279527592465
try 324, z = 0.17559354708739022
try 186, z = 1.360740215843023
try 278, z = -1.1061617339722367
try 347, z = -0.6117679783506309
try 462, z = -0.8281075561291789
try 94, z = 0.015408898987776747
try 25, z = -0.437800831073826
try 715, z = -0.0496605011605367
try 117, z = -1.8712844706318539
try 301, z = -1.5069273719746137
try 370, z = 2.220264120350504
try 531, z = -0.5330615975140545
try 163, z = 0.005762392340639262
try 692, z = 0.10481790464509003
try 623, z = 0.4264361610124333
try 416, z = -0.43187602324703706
try 577, z = -0.8226683494391008
try 554, z = -0.5295496590102842
try 508, z = -1.3829833139659549
try 2, z = 0.39010019946735786
try 232, z = 2.626673760050482
try 439, z = -0.216304713379134
try 601, z = -0.864053676203684
try 670, z = -0.08920671789241857
try 72, z = -0.8449396322816458
try 486, z = -0.35303760705290915
try 141, z = 0.06516063124476205
try 325, z = 0.02288433398978115
try 279, z = 0.6463331933840414
try 716, z = -0.7000650498674117
try 210, z = -0.2874053938339207
try 95, z = 0.2053012849159456
try 647, z = -0.6710963500892464
try 348, z = -0.44111159832759705
try 49, z = -1.4870074031366045
try 118, z = -1.1219975207524777
try 302, z = -0.3343438942273299
try 463, z = -0.7717902717107151
try 256, z = 0.2843524621745577
try 693, z = 0.16977915169261576
try 394, z = 1.062993895222974
try 187, z = 1.1079701083074378
try 26, z = -0.9871335165907225
try 164, z = -2.617155010365093
try 532, z = -1.0181629349178094
try 624, z = -0.9962855002163395
try 371, z = 0.7770563046470059
try 417, z = 2.299065946776572
try 509, z = -0.8281959510624418
try 555, z = -0.374933575250342
try 578, z = -1.0995910831796765
try 233, z = -0.4900471220377276
try 3, z = -1.6799957561153973
try 440, z = -0.9632036857750362
try 602, z = -1.055282702649921
try 142, z = 1.7587501761856776
try 73, z = -1.130778241194161
try 671, z = -0.6779463180046654
try 717, z = 1.026138106563734
try 96, z = -0.1521513598376429
try 326, z = -0.8651609185212792
try 648, z = 0.7274977520641501
try 303, z = 2.439369117712703
try 487, z = -0.09092736319156217
try 464, z = 1.2793315516505082
try 280, z = -0.9427816037051544
try 50, z = -1.6374247377741857
try 694, z = -0.28146249907576276
try 257, z = 1.577693801989525
try 395, z = 0.4891568255864682
try 119, z = 0.778048575201719
try 625, z = -0.0006465379824418378
try 372, z = -0.24703624015260575
try 188, z = -1.345409353268871
try 533, z = 0.08876142276822407
try 510, z = -0.6574671582197484
try 349, z = -0.8238512037385108
try 211, z = -0.4749382817289307
try 418, z = 0.09773689726224444
try 27, z = 0.10055715721993572
try 579, z = -0.7488877374004972
try 165, z = -1.333605664633473
try 556, z = -1.5497377678499005
try 234, z = 0.6017569248662008
try 4, z = 0.6219748856247685
try 441, z = -0.6963550809762666
try 603, z = -0.37438761210614924
try 74, z = -0.9659133754619301
try 143, z = -0.17237213728840192
try 718, z = -0.3486654947730594
try 327, z = 1.6160436558958806
try 465, z = 1.0498661303055108
try 649, z = -3.0219926262129952
try 120, z = -1.284849777569013
try 97, z = 0.37429673394471563
try 488, z = -1.1734279568087929
try 695, z = 0.042208280194643004
try 51, z = -1.1578513667072632
try 304, z = -0.3681598700036503
try 350, z = 0.139695340160584
try 511, z = -0.46193550832787156
try 396, z = 0.12494460124969511
try 258, z = -0.8005123157675864
try 281, z = -0.52136439086675
try 189, z = 1.2351324303603597
try 672, z = 0.03680636069208573
try 534, z = -0.06326587325478421
try 28, z = 0.21159151617305463
try 419, z = -0.04468533039898248
try 626, z = -0.0516518010894743
try 373, z = -1.4840080443854244
try 212, z = -1.8957077870302144
try 557, z = -2.906168673165472
try 580, z = -0.34031228743668235
try 166, z = -0.2872172741394554
try 235, z = 0.8547802272732324
try 5, z = 0.9356789218323799
try 442, z = -0.5378959042243485
try 604, z = -0.9689161547177001
try 75, z = 0.14522218236791642
try 328, z = -1.8526021379838584
try 144, z = -0.3733251335934946
try 719, z = -1.5247645549088982
try 52, z = -1.6895958367152226
try 121, z = -0.6183549030599488
try 512, z = -0.21299415933043123
try 351, z = -0.0486754254353255
try 98, z = 0.24756605244047547
try 673, z = 0.9656288610211258
try 696, z = -1.026921339419842
try 650, z = 0.47691548471241024
try 282, z = 0.226862816610345
try 259, z = 0.9968585269000312
try 535, z = -1.9333256033027952
try 397, z = 0.1060682303345419
try 489, z = 0.5422681311920661
try 190, z = 0.7471725427207565
try 466, z = 1.8554639106110018
try 420, z = -0.21191438259998907
try 213, z = -3.5757110684522817
try 29, z = 2.365314857584511
try 627, z = -1.7248231372941853
try 305, z = -2.7350980220156296
try 558, z = -0.2921843431682008
try 167, z = 1.0072502648309984
try 374, z = 0.5620064243197846
try 236, z = 0.20782191200148864
try 581, z = 0.21320244900185673
try 443, z = 0.32810204698210943
try 6, z = -0.5955269057854833
try 605, z = 0.6482975812786772
try 329, z = 0.35386018118038715
try 720, z = -0.41637042857581846
try 76, z = 0.5827243405147217
try 53, z = -1.5392098454206509
try 145, z = -0.49207905412459557
try 513, z = -1.535442960098852
try 674, z = 0.5329867625859145
try 122, z = -0.10065282434048686
try 697, z = 0.30109892772071783
try 283, z = -1.1243990702839184
try 214, z = 0.9007237484257598
try 352, z = -0.8209099407115469
try 536, z = 2.161420915429588
try 651, z = 0.089940417996277
try 398, z = 0.6925076911786022
try 467, z = -0.6631016025856773
try 490, z = 0.013933589411036808
try 306, z = -1.0063467848732586
try 260, z = -0.6899944938045707
try 628, z = -0.30714317393786567
try 99, z = -1.5962210307140812
try 191, z = 0.33903213740176
try 30, z = -1.3012550280564166
try 444, z = 1.9999983458251194
try 168, z = 1.0493125447771927
try 421, z = -0.10461986506103009
try 559, z = 1.1032721140483157
try 237, z = -0.8131841511129669
try 7, z = 2.406429391295383
try 375, z = -0.39025218070951534
try 582, z = -1.2704537081023322
try 606, z = -0.17649110985517466
try 54, z = -2.32016592983868
try 721, z = -2.083953724505087
try 330, z = -0.30126179136300507
try 698, z = -1.0111367550880963
try 77, z = -0.2736619836251437
try 675, z = -0.46897403490711903
try 514, z = 0.8976481078015778
try 215, z = 0.14270035313711463
try 146, z = -0.0015383680693103353
try 537, z = -0.5301384525050387
try 123, z = -1.0486218297712673
try 652, z = -0.09587180954662143
try 284, z = 0.0698540970557176
try 307, z = -1.0463521299107827
try 629, z = -0.08554634200060572
try 353, z = -0.20438247040127897
try 468, z = -0.33200677359834746
try 399, z = -2.122220646562985
try 192, z = 1.043342734544614
try 491, z = -0.8523884090238694
try 100, z = -0.8863545451006681
try 31, z = -0.06215480638266918
try 261, z = 0.20227252271569135
try 445, z = -1.6107808328763011
try 8, z = -1.105604298968191
try 238, z = -1.4979846976930191
try 169, z = 0.05760584272080362
try 422, z = -1.0136356486010858
try 560, z = -2.956305045068212
try 376, z = 1.1250760991571727
try 583, z = -0.2864768692553311
try 607, z = 1.0444605664968818
try 331, z = -0.15986731058123696
try 55, z = -1.2591175735624236
try 722, z = 1.4851291812530631
try 515, z = -0.3845132251907131
try 78, z = -0.8658978254759689
try 216, z = 1.3130703863346016
try 676, z = -0.8485391262901244
try 699, z = 0.24381177564567977
try 653, z = -1.9606691978792603
try 285, z = -0.1610170793688748
try 538, z = -0.7807087348581906
try 147, z = 3.6182619202362547
try 193, z = 0.12145189622458319
try 492, z = -0.23890994730728038
try 124, z = -0.8410786234627272
try 469, z = -0.20980738546639285
try 354, z = -0.96608113075675
try 423, z = 0.6151989481372676
try 101, z = 0.9679985292030318
try 400, z = -0.8212060189866647
try 9, z = -3.2824012110522394
try 446, z = 0.6748039891660611
try 630, z = -0.1163610900369315
try 308, z = 0.036465901652743
try 32, z = -2.1947982446039016
try 262, z = -2.8350760088268254
try 170, z = -1.0945832846152799
try 561, z = -0.9894950871303959
try 377, z = -0.8228329223025356
try 239, z = -0.2161071152562805
try 584, z = -2.6924321785656304
try 608, z = -1.3757938026177499
try 332, z = -0.0625541425254118
try 56, z = -0.46236230774187176
try 723, z = -0.6582290177451948
try 700, z = 0.19079910380248424
try 79, z = 1.7831334199339515
try 516, z = -0.37581358934960535
try 654, z = -0.4497452059825294
try 148, z = -0.5175803993304925
try 677, z = -0.2862101596042249
try 539, z = -0.5923884703111025
try 217, z = -1.5451967389102532
try 194, z = -0.18003220399120548
try 286, z = -0.13660253740283493
try 493, z = -0.540636040635245
try 470, z = -0.37501857812612216
try 355, z = 0.43792172571425325
try 125, z = -0.2846839426061887
try 401, z = -1.0915018750576042
try 309, z = 0.2133780295562453
try 424, z = -1.3208479080176954
try 631, z = -0.07691325193621196
try 447, z = 0.40481652303304294
try 10, z = 1.3438943777185701
try 102, z = -0.061124235697832936
try 263, z = -0.17040173831437264
try 33, z = 1.7770458092811148
try 378, z = -0.2698731464411313
try 240, z = 0.7828951209525987
try 562, z = -0.8891654909792066
try 171, z = -1.8959230202786446
try 585, z = -1.5667274654355599
try 609, z = -0.5993864171483594
try 333, z = 1.730900458421926
try 701, z = 1.537034472108922
try 57, z = 0.13236681960656205
try 655, z = -0.7215174767176864
try 724, z = 0.17481835415276736
try 471, z = 0.4048522318073926
try 80, z = -0.9572432691238665
try 517, z = 0.4637271070209849
try 540, z = -0.5863324399827239
try 494, z = -0.5968785245359393
try 678, z = -0.10121628611605699
try 195, z = 0.048286350776535716
try 149, z = 0.3494219721438207
try 425, z = -0.7467380653473928
try 218, z = -1.0901380396211997
try 287, z = -0.7769186200963396
try 632, z = 0.7711684885292643
try 402, z = 1.7453781337716876
try 356, z = -0.6149146580438294
try 126, z = -2.4859646758412937
try 310, z = 0.047437342442475196
try 34, z = -2.2811452011567663
try 11, z = 0.44003123183442827
try 448, z = -0.010448385526186904
try 103, z = -1.3416871531289112
try 264, z = 0.5239265986761399
try 241, z = 0.22516980810338702
try 379, z = 0.5647995267213513
try 563, z = 2.0905764048323943
try 172, z = 0.022230105260793956
try 586, z = 0.1940849871608734
try 610, z = -0.6436416355739135
try 334, z = 1.3777599501323683
try 58, z = 0.9020795168694346
try 702, z = 0.0772638634540785
try 656, z = -0.8296467655964013
try 81, z = -0.7926220579531317
try 518, z = 0.11320618186940302
try 725, z = 2.4745703093688616
try 495, z = 0.4806245663515642
try 633, z = -1.1258989748054924
try 679, z = -2.6251686253991866
try 541, z = -0.908598465207188
try 357, z = 1.004346555645351
try 196, z = -0.9400591563809046
try 472, z = -0.45227701398079806
try 426, z = -1.364547021824247
try 127, z = -0.19727890467904582
try 219, z = -1.0969707867233083
try 403, z = -1.6977132446639183
try 150, z = -0.7585288736683008
try 288, z = 0.08735991872996328
try 12, z = -1.4800058251847845
try 449, z = 3.0241022186104902
try 265, z = -0.6107346041630176
try 35, z = 0.004914528494417089
try 242, z = -1.1961126198351546
try 173, z = -0.9264558416959127
try 311, z = 2.0562770906122645
try 104, z = -0.9739991066342808
try 380, z = -0.9162458714760724
try 587, z = -1.178089581512193
try 564, z = -0.14712185007913728
try 611, z = -0.35109075136945617
try 335, z = 0.34615549303792015
try 703, z = 0.19699824100979615
try 59, z = -1.3522029620680347
try 657, z = 1.2906082097248612
try 358, z = -1.3484946474233566
try 496, z = -1.2303005206963413
try 128, z = -0.9607163999949315
try 82, z = -0.4262389056177512
try 726, z = -0.23384324082123734
try 680, z = -0.47830077206726224
try 473, z = 0.8556783480737546
try 542, z = -2.0857720942327598
try 519, z = -0.2964352847514531
try 427, z = -0.30578696766725705
try 634, z = -0.12060640798798049
try 197, z = -0.23639906487140577
try 404, z = -0.33050552132818073
try 289, z = -0.19690784741666995
try 220, z = 0.2947007317468606
try 151, z = -0.2190306413854033
try 243, z = -1.1003356825143509
try 266, z = -0.708197615889022
try 312, z = 0.04325707948218325
try 13, z = 0.25780482827267787
try 105, z = -0.7806437435232264
try 36, z = -1.522826422425825
try 450, z = -1.2504816022526861
try 174, z = 1.3134176486883338
try 381, z = -1.580059314693206
try 565, z = -0.08533772142918795
try 588, z = -0.7340292635283273
try 40, z = -1.4962790710444862
try 100, z = -1.5103004419629034
try 72, z = -0.35099645150672276
try 0, z = -0.9365668338565583
try 64, z = 0.6215698024445587
try 52, z = 0.23843922707817924
try 96, z = 1.012548649196204
try 12, z = -1.0450138853225985
try 120, z = -0.34290797845369514
try 88, z = -1.0346625155188145
try 112, z = -0.531443118715518
try 20, z = -1.7424856410703393
try 16, z = -1.9024646795115872
try 76, z = 1.8732487137153782
try 28, z = 1.53685944540761
try 60, z = -0.5930323877169951
try 92, z = -0.2998849969273529
try 84, z = -1.2188767655802721
try 32, z = 3.386298583751301
try 24, z = -0.5933147649273548
try 116, z = 1.1487525256888649
try 56, z = -2.444214653418393
try 8, z = 0.314351782462179
try 80, z = 0.25764919242544926
try 108, z = -0.34303105681867035
try 48, z = -1.819741765697718
try 4, z = -0.32318024105700566
try 124, z = -0.09219122583848466
try 36, z = 2.059511201084712
try 104, z = -0.2873818464464793
try 44, z = 1.1314420067038704
try 68, z = -0.46337761296765806
try 101, z = -2.6465789059527824
try 73, z = -0.27239586849021113
try 121, z = 0.33384521764052694
try 89, z = -1.3262457699666779
try 77, z = 1.6667224132951461
try 85, z = -0.9548553526335232
try 97, z = -0.1616435550334185
try 93, z = -1.0032415473678347
try 1, z = -0.772251719397187
try 117, z = -0.4690684245619711
try 65, z = -0.8744090516979982
try 113, z = -0.3769041683017539
try 21, z = -0.873356170615957
try 13, z = 0.43073055460834947
try 29, z = -0.2478208895489608
try 125, z = -0.3061653394651522
try 109, z = -1.337231506287451
try 41, z = -2.6033692501478938
try 33, z = -1.3870541706550468
try 53, z = -1.8790152127354711
try 9, z = -1.5783141343337093
try 17, z = 0.06820368217958975
try 25, z = -0.47670003219565754
try 49, z = -2.2649183059125577
try 61, z = 2.9405457135367175
try 57, z = -0.009847930811993472
try 105, z = 3.7914526192426297
try 81, z = -0.5754707859444035
try 37, z = -1.0068591660648856
try 5, z = -0.8771392940768634
try 45, z = 0.9283092562209806
try 69, z = 1.6753085843338154
try 74, z = -2.2247345132120846
try 102, z = -1.0793770356327577
try 2, z = -1.2065168895080827
try 122, z = 0.14374976541416004
try 98, z = -0.9667575027511314
try 90, z = -1.049987773262356
try 114, z = -1.2539823650753459
try 78, z = -0.7423054954495579
try 118, z = -0.8259898883216402
try 86, z = -0.655538118367956
try 54, z = 1.2019359771182443
try 50, z = -1.3665403281135973
try 66, z = 0.10332417919394554
try 14, z = -0.8482221824963796
try 94, z = 0.3406235570787918
try 34, z = 0.17937529280029288
try 22, z = -1.4174639633218493
try 38, z = -0.7421075101483937
try 62, z = -1.250619997593711
try 110, z = -0.5472180930389148
try 10, z = -3.2357144314672897
try 42, z = -0.0010751456391020213
try 126, z = -0.5189930303366501
try 30, z = 0.9108652742454184
try 58, z = -0.18251973637303276
try 18, z = -0.8973683605683691
try 106, z = 0.8047654232805471
try 26, z = -1.2620909060925543
try 6, z = 1.5833671542914793
try 82, z = 0.1166257342803368
try 46, z = -0.11443491574519801
try 70, z = 0.8815337487866581
try 3, z = -0.30588921112913353
try 75, z = -1.558561013774718
try 123, z = -1.13700906335995
try 91, z = -0.8620701171637497
try 79, z = -0.4756463878727721
try 103, z = 0.1908607440367202
try 87, z = -0.6069999744501194
try 99, z = -0.6025435008911015
try 15, z = -1.9294401965428776
try 119, z = -1.064001654233067
try 55, z = -0.26108633584920626
try 51, z = 0.11398245136959816
try 115, z = -0.6926420164126931
try 67, z = 0.03493825637231791
try 35, z = -1.5108629548741874
try 39, z = 0.3098866889401636
try 31, z = -0.5087564738048843
try 107, z = -0.6843496774016402
try 63, z = 0.9844886848768037
try 11, z = 0.18088266076200843
try 95, z = -3.4290901482792036
try 127, z = 1.3103377222435622
try 23, z = -0.5196649070839572
try 19, z = 1.4488971757238065
try 43, z = 0.28683336261556347
try 111, z = -0.8930184987610313
try 83, z = -1.8505552413966146
try 59, z = 4.402265914139423
try 27, z = -1.8497730515733548
try 7, z = -0.6827831281904005
try 47, z = -2.862880356249521
try 71, z = -0.9389931046559723
try 148, z = -1.4205329436040688
try 144, z = -0.5197782188944369
try 152, z = 1.0730074014944673
try 128, z = -0.6475495858702437
try 140, z = 0.36779451305879046
try 156, z = 0.24487298382389874
try 132, z = -0.8074192824787334
try 136, z = -0.9096662719217148
try 164, z = 0.9694512699277515
try 180, z = -0.4524302020045121
try 160, z = -1.2113841195358437
try 176, z = 0.2577049294297239
try 184, z = -0.5947335915461612
try 196, z = -1.518365117936027
try 168, z = 0.2345276310765118
try 208, z = 0.15958464545002268
try 220, z = 0.7260583012252249
try 188, z = -0.8192032633610029
try 228, z = -1.394455819851046
try 172, z = -1.4573287693911654
try 192, z = -1.6414067859524581
try 212, z = -1.2986337111343322
try 240, z = -0.7979589074114448
try 200, z = 0.12364164873486358
try 232, z = 2.1828445334009006
try 244, z = -1.4645568136332763
try 236, z = -1.183267076842985
try 204, z = 0.5861194994851135
try 216, z = -0.9992288580397564
try 224, z = 0.7947700394663783
try 248, z = 0.8217953710122783
try 252, z = -0.2144947372362829
try 149, z = -0.4188130569573358
try 141, z = -0.5754306592294266
try 145, z = -0.005974847887960762
try 129, z = -1.7624604904869978
try 153, z = 0.49776599271085736
try 181, z = -0.3718888989727223
try 133, z = -3.814200766550241
try 165, z = -2.614349656458474
try 137, z = 0.26167014308886977
try 157, z = -4.118827840695061
try 197, z = 0.882766421379866
try 209, z = 0.6855014212263377
try 161, z = 1.1200778550803627
try 177, z = -0.13547987955381527
try 169, z = -0.4770994797158554
try 173, z = -1.4744516853242327
try 185, z = -1.8197644446737102
try 229, z = 0.6732370615535112
try 189, z = -1.1644613039673577
try 221, z = 0.27672936524904374
try 241, z = 1.3242962234082138
try 193, z = 0.3609726790344127
try 213, z = 0.07190881845689794
try 237, z = -0.4498300257262832
try 245, z = -0.5000002504476802
try 233, z = 0.7330704181225963
try 205, z = -0.45129598125548076
try 201, z = 1.3609952134466055
try 217, z = -0.5203827678601959
try 225, z = 0.6269725223363865
try 249, z = -0.8609383625443509
try 253, z = -0.05095393308465906
try 150, z = -0.360333736704517
try 182, z = -0.6975172372578073
try 134, z = -0.830905346702582
try 146, z = -0.7880671096333567
try 154, z = -0.1958086109368304
try 142, z = 0.07250652829670103
try 198, z = -0.5637088348957361
try 210, z = 0.5524462838890349
try 166, z = -1.4945252573598244
try 130, z = -0.4764863344686344
try 138, z = 0.4543565187389584
try 158, z = -0.17874788685122228
try 162, z = -0.10295799668172227
try 186, z = -0.6269476527070392
try 170, z = -1.2751719869280067
try 174, z = 0.29738441315916603
try 230, z = -1.6868543731357408
try 178, z = 0.04173357578758727
try 222, z = -1.2144887550400414
try 234, z = -0.2935044237676849
try 206, z = 0.010670953511777652
try 242, z = -0.501115859133413
try 190, z = 0.2402546846062052
try 218, z = -0.42984665106114534
try 194, z = -0.754143107617674
try 246, z = 0.10302878100126905
try 238, z = -0.27236651024179714
try 202, z = -0.7807520348174966
try 214, z = 1.3387894616058251
try 226, z = -1.1444793078539173
try 250, z = -1.0139539826983162
try 254, z = -0.5420388006671619
try 151, z = 1.3599882375931829
try 135, z = -0.9736877315854043
try 143, z = -1.3096102310232662
try 183, z = 0.7421721195392019
try 147, z = -3.419653976706368
try 131, z = 0.963871788916737
try 167, z = 2.0575534406156692
try 199, z = 0.5908314297572455
try 211, z = -1.7698351908498102
try 155, z = -2.860375821265275
try 139, z = -2.5678786328110217
try 159, z = -2.97535393999688
try 187, z = 0.14696921947038583
try 207, z = 0.6201885024300607
try 223, z = 0.5101134586144725
try 231, z = 0.20416536157810075
try 243, z = 0.219207822999023
try 235, z = -0.8338665350337928
try 163, z = 0.1675546895412793
try 219, z = 0.23154391206952205
try 179, z = -1.0990762674310195
try 171, z = -1.041209797656634
try 247, z = -0.496671578664648
try 175, z = -0.07517525019210504
try 191, z = -1.6113726123805996
try 239, z = 0.32910936133067287
try 195, z = 0.2006009672203767
try 203, z = 1.1649257598874012
try 227, z = -0.07138484811184155
try 215, z = -0.7295449866275321
try 251, z = -0.6952698213228901
try 255, z = -0.02165524762803512
try 256, z = -0.06808371714308678
try 276, z = -0.40576692651474605
try 260, z = -1.5845640378280124
try 284, z = -0.43197884572340073
try 288, z = -0.6795671967599647
try 264, z = -0.5696319341657144
try 268, z = -1.5776546822182502
try 280, z = 1.0571079220934443
try 304, z = -1.591681676950001
try 292, z = 0.8928236969797924
try 272, z = -1.6356735214020526
try 296, z = 0.2450500267329854
try 308, z = -1.339742881733878
try 300, z = -0.42855966774937815
try 324, z = 1.0491556534513309
try 312, z = 0.5336339937510998
try 336, z = -1.6322293520524034
try 328, z = -1.0648086388391258
try 316, z = -1.9549438606733383
try 332, z = 1.776866501013054
try 348, z = 0.8288714321076718
try 320, z = 1.6817346824015271
try 340, z = -0.65133935230413
try 352, z = 4.6053401018202305
try 344, z = -1.0350400367295625
try 356, z = -1.223160163584156
try 372, z = -0.5278215402863548
try 360, z = 1.953874884907197
try 364, z = -0.7242386664622762
try 368, z = -0.37479490906659296
try 376, z = 1.840623273276636
try 380, z = 1.2306005107977809
try 257, z = 0.36255506645600566
try 277, z = -2.3992453031485774
try 269, z = 1.1395008682602767
try 285, z = -1.6671722662062012
try 261, z = 0.9075809158406587
try 265, z = -2.999385942170916
try 305, z = 0.8536055892086564
try 289, z = 0.30566296845778307
try 293, z = -0.24224634349278568
try 297, z = 0.2628186196265137
try 273, z = -0.11940913742345968
try 281, z = -0.8443297375566289
try 309, z = -0.5124242728933206
try 301, z = 0.20636921001049516
try 325, z = -1.2361339264074926
try 337, z = -0.17253720335190842
try 321, z = 1.2514407023550385
try 329, z = 0.16047789225729678
try 313, z = -0.975531469573438
try 345, z = 0.3248595102883841
try 353, z = -0.06981164831778354
try 333, z = -0.35816309279546604
try 317, z = -1.0652171047246692
try 341, z = 0.8359892838037758
try 349, z = 0.6842702864554464
try 357, z = -0.5552863035696404
try 373, z = -0.555844776003821
try 361, z = -0.677540660220116
try 365, z = 0.5725275870715268
try 369, z = -0.12614277372689198
try 377, z = -2.889621552582408
try 381, z = -0.864050389340634
try 278, z = 0.6313548901765696
try 258, z = 0.6607840023520458
try 286, z = -1.1069100642187841
try 262, z = -2.9388697435724134
try 274, z = -0.59644204754783
